station_id,lat,lng
301,40.72217444,-73.98368779
302,40.72082834,-73.97793172
303,40.72362738,-73.99949601
304,40.70463334,-74.01361706
305,40.76095756,-73.96724467
306,40.70823502,-74.00530063
307,40.71427487,-73.98990025
308,40.71307916,-73.99851193
309,40.7149787,-74.013012
310,40.68926942,-73.98912867
311,40.7172274,-73.98802084
312,40.722055,-73.989111
313,40.69610226,-73.96751037
314,40.69424674,-73.990539
315,40.70355377,-74.00670227
316,40.70955958,-74.00653609
317,40.72453734,-73.98185424
318,40.75320159,-73.9779874
319,40.71336124,-74.00937622
320,40.717571,-74.005549
321,40.69991755,-73.98971773
322,40.696192,-73.991218
323,40.69236178,-73.98631746
324,40.689888,-73.981013
325,40.73624527,-73.98473765
326,40.72953837,-73.98426726
327,40.7153379,-74.01658354
328,40.72405549,-74.00965965
329,40.72043411,-74.01020609
330,40.71450451,-74.00562789
331,40.71173107,-73.99193043
332,40.71219906,-73.97948148
334,40.74238787,-73.99726235
335,40.72903917,-73.99404649
336,40.73047747,-73.99906065
337,40.7037992,-74.00838676
339,40.72580614,-73.97422494
340,40.71269042,-73.98776323
341,40.71782143,-73.97628939
342,40.71739973,-73.98016555
343,40.69794,-73.96986848
344,40.6851443,-73.95380904
345,40.73649403,-73.99704374
346,40.73652889,-74.00618026
347,40.728846,-74.00748842
348,40.72490985,-74.00154702
349,40.71850211,-73.98329859
350,40.71559509,-73.9870295
351,40.70530954,-74.00612572
352,40.76340613,-73.97722479
353,40.68539567,-73.97431458
354,40.69363137,-73.96223558
355,40.71602118,-73.99974372
356,40.71622644,-73.98261206
357,40.73261787,-73.99158043
358,40.73291553,-74.00711384
359,40.75510267,-73.97498696
360,40.70717936,-74.00887308
361,40.71605866,-73.99190759
362,40.75172632,-73.98753523
363,40.70834698,-74.01713445
364,40.68900443,-73.96023854
365,40.68223166,-73.9614583
366,40.693261,-73.968896
367,40.75828065,-73.97069431
368,40.73038599,-74.00214988
369,40.73224119,-74.00026394
372,40.694546087,-73.95801365
373,40.69331716,-73.95381995
375,40.72679454,-73.99695094
376,40.70862144,-74.00722156
377,40.72243797,-74.00566443
379,40.749156,-73.9916
380,40.73401143,-74.00293877
382,40.73492695,-73.99200509
383,40.735238,-74.000271
384,40.68317813,-73.964915
385,40.75797322,-73.96603308
386,40.71494807,-74.00234482
387,40.71273266,-74.0046073
388,40.749717753,-74.00295035
389,40.71044554,-73.96525063
390,40.69221589,-73.9842844
391,40.69760127,-73.99344559
392,40.695065,-73.987167
393,40.72299208,-73.97995466
394,40.72521311,-73.97768752
395,40.68807003,-73.98410637
396,40.680342423,-73.95576894
397,40.68415748,-73.96922273
398,40.69165183,-73.9999786
399,40.68851534,-73.9647628
400,40.71926081,-73.98178024
401,40.72019576,-73.98997825
402,40.7403432,-73.98955109
403,40.72502876,-73.99069656
404,40.7405826,-74.00550867
405,40.739323,-74.008119
406,40.69512845,-73.99595065
407,40.700469,-73.991454
408,40.71076228,-73.99400398
409,40.6906495,-73.95643107
410,40.72066442,-73.98517977
411,40.72228087,-73.97668709
412,40.7158155,-73.99422366
414,40.70281858,-73.98765762
415,40.7047177,-74.00926027
416,40.68753406,-73.97265183
417,40.71291224,-74.01020234
418,40.70224,-73.982578
419,40.69580705,-73.97355569
420,40.68764484,-73.96968902
421,40.69573398,-73.97129668
422,40.770513,-73.988038
423,40.76584941,-73.98690506
426,40.71754834,-74.01322069
427,40.70251526,-74.013942
428,40.72467721,-73.98783413
430,40.7014851,-73.98656928
431,40.68864636,-73.98263429
432,40.72621788,-73.98379855
433,40.72955361,-73.98057249
434,40.74317449,-74.00366443
435,40.74173969,-73.99415556
436,40.68216564,-73.95399026
437,40.680983385,-73.95004798
438,40.72779126,-73.98564945
439,40.7262807,-73.98978041
440,40.75255434,-73.97282625
441,40.756014,-73.967416
442,40.746647,-73.993915
443,40.70853074,-73.96408963
444,40.7423543,-73.98915076
445,40.72740794,-73.98142006
446,40.74487634,-73.99529885
447,40.76370739,-73.9851615
448,40.75660359,-73.9979009
449,40.76461837,-73.98789473
450,40.76227205,-73.98788205
453,40.74475148,-73.99915362
454,40.75455731,-73.96592976
455,40.75001986,-73.96905301
456,40.7597108,-73.97402311
457,40.76695317,-73.98169333
458,40.751396,-74.005226
459,40.746745,-74.007756
460,40.71285887,-73.96590294
461,40.73587678,-73.98205027
462,40.74691959,-74.00451887
463,40.74206539,-74.00443172
464,40.75934501,-73.96759673
465,40.75513557,-73.98658032
466,40.74395411,-73.99144871
467,40.68312489,-73.97895137
468,40.7652654,-73.98192338
469,40.76344058,-73.98268129
470,40.74345335,-74.00004031
471,40.71286844,-73.95698119
472,40.7457121,-73.98194829
473,40.72110063,-73.9919254
474,40.7451677,-73.98683077
475,40.73524276,-73.98758561
476,40.74394314,-73.97966069
477,40.75640548,-73.9900262
478,40.76030096,-73.99884222
479,40.76019252,-73.9912551
480,40.76669671,-73.99061728
481,40.71260486,-73.96264403
482,40.73935542,-73.99931783
483,40.73223272,-73.98889957
484,40.75500254,-73.98014437
485,40.75038009,-73.98338988
486,40.7462009,-73.98855723
487,40.73314259,-73.97573881
488,40.75645824,-73.99372222
489,40.75066386,-74.00176802
490,40.751551,-73.993934
491,40.74096374,-73.98602213
492,40.75019995,-73.99093085
493,40.7568001,-73.98291153
494,40.74734825,-73.99723551
495,40.76269882,-73.99301222
496,40.73726186,-73.99238967
497,40.73704984,-73.99009296
498,40.74854862,-73.98808416
499,40.76915505,-73.98191841
500,40.76228826,-73.98336183
501,40.744219,-73.97121214
502,40.714215,-73.981095
503,40.73827428,-73.98751968
504,40.73221853,-73.98165557
505,40.74901271,-73.98848395
507,40.73912601,-73.97973776
508,40.76341379,-73.99667444
509,40.7454973,-74.00197139
510,40.7606597,-73.98042047
511,40.72938685,-73.97772429
512,40.7500727,-73.99839279
513,40.768254,-73.988639
514,40.76087502,-74.00277668
515,40.76009437,-73.99461843
516,40.75206862,-73.96784384
517,40.751581,-73.97791
518,40.74780373,-73.9734419
519,40.75188406,-73.97770164
520,40.75992262,-73.97648516
521,40.750967349,-73.99444208
522,40.75714758,-73.97207836
523,40.75466591,-73.99138152
524,40.75527307,-73.98316936
525,40.75594159,-74.0021163
526,40.74765947,-73.98490707
527,40.744023,-73.97434726
528,40.74290902,-73.97706058
529,40.7575699,-73.99098507
530,40.771522,-73.99046034
531,40.71893904,-73.99266288
532,40.710451,-73.960876
533,40.75299641,-73.98721619
534,40.70255065,-74.0127234
536,40.74144387,-73.97536082
537,40.74025878,-73.98409214
538,40.75795248,-73.97787642
539,40.71534825,-73.96024116
540,40.743115554,-73.98215353
545,40.736502,-73.97809472
546,40.74444921,-73.98303529
2000,40.70255088,-73.98940236
2001,40.699773,-73.97332996
2002,40.716887,-73.963198
2003,40.73416059,-73.98024289
2004,40.724399,-74.004704
2005,40.70531194,-73.97100056
2006,40.76590936,-73.97634151
2008,40.70569254,-74.01677685
2009,40.71117444,-73.99682619
2010,40.721700052,-74.00234737
2012,40.739445,-73.976806
2017,40.75022392,-73.97121414
2021,40.75929124,-73.98859651
2022,40.759107,-73.95920622
2023,40.75968085,-73.97031366
3002,40.711512,-74.015756
3014,40.722852,-73.959114
3016,40.720367753,-73.96165073
3017,40.751483,-73.996764
3036,40.880920555,-73.8966018
3040,40.669799642,-73.99497986
3041,40.67890679,-73.94142771
3042,40.6794268,-73.9298911
3043,40.6814598,-73.934903
3044,40.6800105,-73.938475
3046,40.682601,-73.938037
3047,40.6823687,-73.944118
3048,40.68402,-73.94977
3049,40.68488,-73.96304
3050,40.6851532,-73.94111
3052,40.686312,-73.935775
3053,40.6900815,-73.947915
3054,40.6894932,-73.942061
3055,40.6883337,-73.950916
3056,40.69072549,-73.95133465
3057,40.69128258,-73.9452416
3058,40.69237074,-73.93705428
3059,40.6933982,-73.939877
3060,40.69425403,-73.94626915
3061,40.69622937,-73.94371094
3062,40.69539817,-73.94954908
3063,40.69527008,-73.95238108
3064,40.69681963,-73.93756926
3065,40.70029511,-73.95032283
3066,40.69957608,-73.94708417
3067,40.7016657,-73.9437303
3068,40.7031724,-73.940636
3069,40.70411791,-73.94818595
3070,40.70510918,-73.94407279
3071,40.70538077,-73.94976519
3072,40.70583339,-73.94644578
3073,40.70691254,-73.95441667
3074,40.70767788,-73.94016171
3075,40.70708701,-73.95796783
3076,40.70870368,-73.9448625
3077,40.70877084,-73.95095259
3078,40.70925562,-73.95982218
3079,40.71103537,-73.94714303
3080,40.70934,-73.95608
3081,40.711863,-73.944024
3082,40.71167351,-73.95141312
3083,40.71247661,-73.94100005
3084,40.71348658,-73.94792458
3085,40.71469,-73.95739
3086,40.715143,-73.944507
3087,40.71413311,-73.95234386
3088,40.7160751,-73.952029
3089,40.717318404,-73.94820213
3090,40.71774592,-73.95600096
3091,40.71764,-73.94882
3092,40.7190095,-73.95852515
3093,40.71745169,-73.95850939
3094,40.7169811,-73.94485918
3095,40.71929301,-73.94500379
3096,40.71924,-73.95242
3097,40.71921585,-73.9424469
3098,40.71928,-73.94861
3099,40.721522403,-73.94898266
3100,40.724812564,-73.94752622
3101,40.72079821,-73.95484712
3102,40.72179134,-73.9504154
3103,40.72153267,-73.95782357
3105,40.724055,-73.955736
3106,40.72325,-73.94308
3107,40.72311651,-73.95212324
3108,40.72557,-73.94434
3109,40.72606,-73.95621
3110,40.72708584,-73.95299117
3111,40.7258483,-73.95064893
3112,40.72906,-73.95779
3113,40.73026,-73.95394
3114,40.73165141,-73.96161892
3115,40.73232194,-73.9550858
3116,40.73266,-73.95826
3117,40.73564,-73.95866
3118,40.73555,-73.95284
3119,40.74232744,-73.95411749
3120,40.74161,-73.96044
3121,40.74524768,-73.94733276
3122,40.744363287,-73.95587325
3123,40.74469738,-73.93540375
3124,40.74731,-73.95451
3125,40.74708586,-73.94977234
3126,40.74718234,-73.9432635
3127,40.74966,-73.9521
3128,40.75052534,-73.94594845
3129,40.75110165,-73.94073717
3130,40.75325964,-73.94335788
3131,40.767128403,-73.96224618
3132,40.76350532,-73.97109243
3134,40.76312584,-73.96526895
3135,40.77112927,-73.95772297
3136,40.76650452,-73.97147595
3137,40.77282817,-73.96685276
3138,40.774405455,-73.96175265
3139,40.771182875,-73.96409422
3140,40.77140426,-73.9535166
3141,40.76500525,-73.95818491
3142,40.7612274,-73.96094022
3143,40.776828634,-73.96388769
3144,40.77677702,-73.9590097
3145,40.77862688,-73.95772073
3146,40.77573034,-73.9567526
3147,40.77801203,-73.95407149
3148,40.77565541,-73.95068615
3150,40.77536905,-73.94803392
3151,40.7728384,-73.94989233
3152,40.76873687,-73.96119945
3153,40.768175467,-73.95910263
3154,40.77314236,-73.95856158
3155,40.76440023,-73.96648977
3156,40.76663814,-73.95348296
3157,40.77518615,-73.94446054
3158,40.77163851,-73.98261428
3159,40.77492513,-73.98266566
3160,40.77896784,-73.97374737
3161,40.780183972,-73.97728533
3162,40.78339981,-73.98093133
3163,40.7734066,-73.97782542
3164,40.7770575,-73.97898475
3165,40.775793767,-73.97620574
3166,40.78057799,-73.98562431
3167,40.77966809,-73.98093045
3168,40.78472675,-73.96961715
3169,40.78720869,-73.98128127
3170,40.78499979,-73.97283406
3171,40.78524672,-73.97667321
3172,40.7785669,-73.97754961
3173,40.777507028,-73.98888588
3175,40.77748046,-73.98288594
3176,40.77452835,-73.98753759
3177,40.7867947,-73.977112
3178,40.78414472,-73.98362492
3179,40.698617,-73.941342
3180,40.69878,-73.99712
3182,40.686931,-74.016966
3183,40.7162469,-74.0334588
3184,40.7141454,-74.0335519
3185,40.7177325,-74.043845
3186,40.719586116,-74.04294312
3187,40.7211236,-74.03805095
3192,40.7112423,-74.0557013
3196,40.7443187,-74.0439909
3198,40.748715945,-74.0404433
3199,40.7287448,-74.0321082
3202,40.7272235,-74.0337589
3203,40.727595966,-74.04424731
3209,40.7241765,-74.0506564
3211,40.72152515,-74.04630454
3213,40.71848892,-74.04772663
3214,40.7127742,-74.0364857
3219,40.729193,-73.976655
3221,40.743,-73.93561
3222,40.6851596,-73.97711366
3223,40.75899656,-73.96865398
3224,40.739973541,-74.00513873
3225,40.7236589,-74.0641943
3226,40.78275,-73.97137
3230,40.751283597,-73.99692446
3231,40.767800801,-73.96592081
3232,40.689621888,-73.98304269
3233,40.757245679,-73.97805914
3235,40.752165281,-73.97992194
3236,40.758984814,-73.99379969
3237,40.753833434,-73.94267678
3238,40.773913902,-73.95439535
3239,40.646538367,-74.01658773
3240,40.759030082,0
3241,40.686203,-73.944694
3242,40.691029257,-73.99183363
3243,40.758923864,-73.96226227
3244,40.731437241,-73.99490342
3245,40.716444231,-73.98233056
3246,40.694281141,-73.99230033
3247,0,0
3248,0,0
3249,40.680356084,-73.9476791
3250,40.71690978,-73.98383796
3252,40.675349531,-74.01002035
3253,40.672806412,-73.96886587
3254,40.692316607,-74.01486576
3255,40.750585347,-73.99468482
3256,40.727714078,-74.01129574
3257,40.77376867,-73.97116989
3258,40.750181563,-74.00218427
3259,40.749370242,-73.99923384
3260,40.727063633,-73.99662137
3263,40.729514962,-73.9907527
3264,40.764210072,-73.96910459
3265,40.724563429,-73.98944378
3266,40.708610981,-73.92850399
3267,40.712418824,-74.03852552
3270,40.725289108,-74.04557168
3273,40.721650725,-74.04288411
3275,40.718355198,-74.03891444
3276,40.714584035,-74.04281706
3282,40.78307,-73.95939
3283,40.7882213,-73.97041561
3284,40.7814107,-73.95595908
3285,40.78839,-73.9747
3286,40.7806284,-73.9521667
3287,40.789622,-73.97757
3288,40.778301,-73.9488134
3289,40.790179481,-73.97288918
3290,40.7779453,-73.946041
3292,40.7857851,-73.957481
3293,40.7921,-73.9739
3294,40.7835016,-73.955327
3295,40.79127,-73.964839
3296,40.782454175,-73.94891962
3297,40.6686627,-73.97988067
3298,40.686371,-73.99383324
3299,40.78813,-73.95206
3300,40.665146815,-73.97637606
3301,40.7919557,-73.968087
3302,40.7969347,-73.96434123
3303,40.6849894,-73.99440329
3304,40.668127,-73.98377641
3305,40.781122299,-73.94965589
3306,40.6662078,-73.98199886
3307,40.7941654,-73.974124
3308,40.6861758,-73.99645295
3309,40.7859201,-73.94860294
3310,40.663779,-73.98396846
3311,40.68763155,-74.0016256
3312,40.7817212,-73.94594
3313,40.6663181,-73.9854617
3314,40.7937704,-73.971888
3315,40.6847514,-73.99917254
3316,40.7989937,-73.96621738
3317,40.6686273,-73.98700053
3318,40.7839636,-73.9471673
3319,40.666287,-73.98895053
3320,40.794066608,-73.96286845
3321,40.6831164,-73.99785267
3322,40.668603,-73.9904394
3323,40.7981856,-73.9605909
3324,40.6685455,-73.99333264
3325,40.7849032,-73.950503
3326,40.67434,-74.00194698
3327,40.7877214,-73.94728331
3328,40.795,-73.9645
3329,40.6829151,-73.99318208
3330,40.6725058,-74.00494695
3331,40.8013434,-73.97114574
3332,40.681990443,-73.99079025
3333,40.6747055,-74.0075572
3335,40.6772744,-73.98282002
3336,40.787801,-73.953559
3337,40.673635513,-74.01195556
3338,40.7862586,-73.94552579
3339,40.6765304,-73.97846879
3340,40.6753274,-74.0100698
3341,40.795346,-73.96186
3342,40.6777748,-74.0094613
3343,40.7997568,-73.96211287
3344,40.679043,-74.011169
3345,40.789485416,-73.95242929
3346,40.675146839,-73.97523209
3347,40.6773429,-74.01275056
3348,40.677236,-74.015665
3349,40.6729679,-73.97087984
3350,40.7973721,-73.97041192
3351,40.7869946,-73.94164802
3352,40.672672434,-74.00879525
3353,40.6747844,-74.01612847
3354,40.668132,-73.97363831
3355,40.768008893,-73.96845281
3356,40.7746671,-73.98470567
3357,40.8008363,-73.96644925
3358,40.6711978,-73.97484126
3359,40.7691572,-73.96703464
3360,40.7829391,-73.9786517
3361,40.6740886,-73.9787282
3362,40.7781314,-73.96069399
3363,40.7904828,-73.95033068
3364,40.6751622,-73.9814832
3365,40.6703837,-73.97839676
3366,40.8021174,-73.96818053
3367,40.7922553,-73.95249933
3368,40.6728155,-73.98352355
3369,40.7724607,-73.9468208
3370,40.7727966,-73.95577801
3371,40.674613422,-73.98501143
3372,40.7689738,-73.95482273
3373,40.6750705,-73.98775226
3374,40.799484,-73.955613
3375,40.7699426,-73.96060712
3376,40.764718519,-73.9622207
3377,40.6786115,-73.99037292
3378,40.773763,-73.96222088
3379,40.7903051,-73.94755757
3381,40.6777287,-73.99364123
3382,40.680611,-73.99475825
3383,40.804213,-73.96699104
3384,40.6787242,-73.99599099
3386,40.6809591,-73.99905709
3387,40.7934337,-73.94945003
3388,40.6828003,-73.99990419
3389,40.6830456,-74.00348559
3390,40.79329668,-73.9432083
3391,40.7892529,-73.93956237
3392,40.6812117,-74.00860912
3393,40.6794327,-74.00785041
3394,40.6769993,-74.00647134
3395,40.6763744,-74.00324957
3396,40.6783563,-74.00014502
3397,40.6763947,-73.99869893
3398,40.6746957,-73.99785768
3399,40.672602982,-73.98983002
3400,40.7961535,-73.94782145
3401,40.6724811,-73.99331394
3402,40.6902375,-73.99203074
3403,40.6705135,-73.98876585
3404,40.6704922,-73.98541675
3405,40.6704836,-73.98208968
3407,40.679097997,-73.98765475
3408,40.6881529,-73.99520919
3409,40.6867443,-73.99063168
3410,40.6864442,-73.98759104
3411,40.6849668,-73.98620772
3412,40.6853761,-73.98302136
3413,40.6827549,-73.98258555
3414,40.680944723,-73.97567332
3415,40.6793307,-73.97519523
3416,40.6776147,-73.97324283
3417,40.6795766,-73.97854971
3418,40.6750207,-73.97111473
3419,40.6792788,-73.98154004
3420,40.6802133,-73.98432695
3421,40.6843549,-73.98901629
3422,40.6859296,-74.00242364
3423,40.661063372,-73.97945255
3424,40.791976,-73.945993
3425,40.7892105,-73.94370784
3427,40.724305273,-73.99600983
3428,40.740983,-74.001702
3429,40.685068073,-73.9779076
3430,40.719078912,-73.9422369
3431,40.746524,-73.977885
3432,40.669060135,-73.99463654
3434,40.790254173,-73.9771834
3435,40.718822,-73.99596
3436,40.721319,-74.010065
3437,40.79313481,-73.97700369
3438,40.772248538,-73.95842135
3440,40.692418293,-73.98949474
3441,40.752957,-74.00264
3443,40.761329831,-73.97982001
3445,40.791811715,-73.97860229
3447,40.767034323,-73.9562273
3449,40.721462562,-73.94800901
3452,40.719155717,-73.94885391
3453,40.713352262,-73.94910336
3454,40.710368542,-73.94705951
3455,40.686808205,-73.98036182
3456,40.71638032,-73.94821286
3457,40.763025943,-73.97209525
3458,40.763093873,-73.97835016
3459,40.757632277,-73.96930575
3461,40.714851505,-74.01122332
3462,40.751183875,-73.97138715
3463,40.735367056,-73.98797393
3464,40.752270938,-73.98770571
3466,40.756687206,-73.98257732
3467,40.724946724,-74.00165856
3468,40.7303801,-73.9747502
3469,40.731814017,-73.95995021
3470,40.669801931,-73.99490476
3472,40.742753829,-74.00747359
3474,40.725255695,-74.00412083
3477,40.655399774,-74.01062787
3478,40.657088667,-74.00870204
3479,40.685125595,-74.02535319
3483,40.71942,-74.05099
3486,40.688417428,-73.98451656
3488,45.506364054,-73.56946349
3489,40.710699946,-74.00354147
3490,40.796879,-73.937261
3491,40.79747,-73.93504
3492,40.8005385,-73.9419949
3493,40.799139,-73.9389152
3494,40.797911,-73.9423
3495,40.7945663,-73.9362541
3496,40.7923272,-73.9383
3497,40.7949879,-73.9333349
3498,40.7974772,-73.9311847
3499,40.8006721,-73.9349
3500,40.7989445,-73.944846
3501,40.8014866,-73.9442507
3502,40.7954121,-73.9441232
3503,40.80295,-73.942954
3504,40.8029263,-73.9379
3505,40.805726,-73.936322
3506,40.8013066,-73.9398167
3507,40.8045555,-73.9396861
3508,40.809725,-73.953149
3509,40.8011939,-73.9500739
3510,40.8078316,-73.949373
3511,40.802535,-73.9532423
3512,40.7747175,-73.9337894
3513,40.774645,-73.923706
3514,40.7767,-73.927631
3515,40.774591,-73.918544
3516,40.7699176,-73.9184057
3517,40.7711528,-73.9170074
3518,40.808442,-73.9452087
3520,40.804372,-73.951475
3521,40.7987859,-73.9523
3522,40.7701477,-73.9120938
3523,40.7729,-73.916142
3524,40.7774552,-73.9225403
3525,40.776165,-73.9153175
3526,40.7747878,-73.9125551
3527,40.80698,-73.941747
3528,40.7713937,-73.9077436
3529,40.8107922,-73.9430681
3530,40.7787185,-73.9145645
3531,40.8125511,-73.9492286
3532,40.78145,-73.9183302
3533,40.8114323,-73.9518776
3534,40.805159,-73.954692
3535,40.804038,-73.945925
3536,40.8082,-73.9641
3537,40.6809741,-73.9710097
3538,40.802692,-73.96295
3539,40.8067581,-73.9607082
3540,40.81,-73.9551508
3541,40.813358,-73.956461
3542,40.8086249,-73.9596214
3543,40.810285063,-73.95736456
3544,40.6804836,-73.9646795
3545,40.8120562,-73.9612547
3546,40.6791944,-73.9587903
3547,40.8143256,-73.9590255
3548,40.6777747,-73.9529322
3549,40.678045,-73.962408
3551,40.795508,-73.941606
3552,40.805973,-73.964928
3553,40.801694,-73.957145
3554,40.7552433,-73.9485678
3555,40.751047,-73.93797
3556,40.7527085,-73.9397405
3557,40.75742,-73.945133
3558,40.6794388,-73.9680438
3559,40.7576314,-73.9391224
3560,40.754876,-73.934326
3561,40.7531106,-73.9279917
3562,40.6765198,-73.9596082
3563,40.757186,-73.932719
3564,40.7601853,-73.9362726
3565,40.7614376,-73.9411265
3566,40.7596276,-73.9321455
3567,40.7627442,-73.9391141
3568,40.7569332,-73.9262231
3569,40.6758324,-73.9561677
3570,40.7557327,-73.9236611
3571,40.676368,-73.952918
3572,40.756913,-73.921631
3573,40.7580583,-73.9242751
3574,40.6769694,-73.96579
3575,40.76108,-73.930562
3576,40.6767,-73.969024
3577,40.7628138,-73.9342862
3578,40.6741806,-73.9564947
3579,40.672695,-73.954131
3580,40.6737236,-73.9631611
3581,40.6740123,-73.9671457
3582,40.6721683,-73.9609
3583,40.6716493,-73.9631145
3584,40.6707767,-73.9576801
3585,40.6691783,-73.9554162
3586,40.7638753,-73.9364848
3587,40.6686744,-73.9618148
3588,40.7671863,-73.9373554
3589,40.7668,-73.9347774
3590,40.6679411,-73.9588
3591,40.7659,-73.930819
3592,40.7633589,-73.9286471
3593,40.761584,-73.925921
3594,40.6661649,-73.9593484
3595,40.760339,-73.9222427
3596,40.6642406,-73.9574686
3597,40.7577284,-73.9166368
3598,40.7595701,-73.9142678
3599,40.66314,-73.9605695
3600,40.7611488,-73.9170071
3601,40.6627059,-73.9569115
3602,40.763154,-73.920827
3603,40.7647,-73.9240312
3604,40.6630619,-73.9538746
3605,40.7658346,-73.9265474
3606,40.74252,-73.948852
3607,40.7682,-73.9322662
3608,40.7423737,-73.9566
3609,40.7692475,-73.9354504
3610,40.770845,-73.934171
3611,40.7449067,-73.9534573
3612,40.7703743,-73.9286078
3613,40.745038,-73.957539
3614,40.768692,-73.9249574
3615,40.748,-73.9460927
3616,40.7656251,-73.9136695
3617,40.7671,-73.9169858
3618,40.7485,-73.941275
3619,40.7713615,-73.9246145
3620,40.7519071,-73.9479119
3621,40.7739825,-73.9309134
3622,40.80756,-73.939182
3623,40.8109494,-73.9634
3625,40.7525758,-73.9364281
3628,40.8025566,-73.9490782
3629,40.809495348,-73.94776493
3630,40.8038654,-73.9559308
3631,40.666563,-73.956741
3632,40.728048571,-73.9788115
3635,40.75462324,-73.99516761
3637,40.683238655,-73.96599591
3639,40.7192517,-74.034234
3641,40.742868773,-73.98918629
3642,40.787285199,-73.95012259
3643,40.752722014,-73.98123622
3644,40.675816225,-74.01488185
3645,40.672332672,-73.99706125
3646,40.763154819,-73.9398551
3647,40.741283094,-73.93725872
3648,40.697950316,-73.9707756
3649,40.814394438,-73.95324737
3650,45.505850639,-73.56910944
3653,40.758204647,-73.9283216
3654,40.751869514,-73.9334929
3656,40.723077491,-73.98583621
3658,40.743533732,-74.00367558
3659,40.742948917,-74.00413692
3660,40.741021509,-74.00138497
3661,40.666439307,-73.96055639
3662,40.761293897,-73.91691685
3663,40.677164895,-73.97382796
3664,40.720195214,-74.01030064
3666,40.766425527,-73.92062902
3668,40.723956785,-73.94984365
3669,40.676303576,-74.00314048
3671,40.774779449,-73.95427465
3673,40.677592069,-73.95563722
3674,40.701403173,-73.9867267
3675,40.784596799,-73.94968539
3676,40.675832944,-74.01472628
3678,40.725726137,-74.07195926
3680,40.754120811,-73.98025185
3681,40.715177677,-74.03768331
3684,40.737561212,-74.00398269
3686,40.739448201,-74.00507033
3687,40.743226814,-73.97449784
3688,40.757920209,-73.96638215
3689,40.799041393,-73.9664948
3690,40.713341843,-74.00935516
3691,40.764089324,-73.91065121
3692,40.699997484,-73.97440128
3693,40.722481886,-73.95921931
3697,40.775159534,-73.98918696
3699,40.763604678,-73.98917958
3701,40.708317944,-74.00504082
3704,40.74375241,-73.94176483
3705,40.728400595,-73.99968781
3707,40.741459,-73.983293
3708,40.735445,-73.99431
3709,40.738046142,-73.99642959
3711,40.729667294,-73.98067966
3712,40.75469175,-73.99740189
3714,40.706842031,-73.9544354
3715,40.718169695,-73.95520136
3716,40.753599202,-73.93795609
3718,40.727464207,-73.97950418
3719,40.683222542,-73.97381186
3720,40.684616539,-73.98721285
3721,40.76754878,-73.92093346
3723,40.695317278,-73.99015725
3724,40.766740559,-73.97906899
